formula,,,,,,,,,,,,,,,
Be,50,Zr,50,,,,,,,,,,,,
Au,77.8,Si,8.4,Ge,13.8,,,,,,,,,,
Fe,74,Nb,6,Y,3,B,17,,,,,,,,
Fe,74,Mo,5,P,10,C,4,B,4,Si,3,,,,
Zr,46.75,Ti,8.25,Cu,7.5,Ni,10,Be,27.5,,,,,,
Cu,43,Zr,43,Ag,7,In,7,,,,,,,,
Pd,30,Zr,70,,,,,,,,,,,,
Pd,81.5,Cu,2,Si,16.5,,,,,,,,,,
Cu,43,Zr,43,Ag,7,Ti,7,,,,,,,,
Pd,40,Cu,20,Ni,10,P,20,,,,,,,,
Ag,20,Cu,35,Zr,45,,,,,,,,,,
Cu,55,Zr,45,,,,,,,,,,,,
Nb,38,Ni,62,,,,,,,,,,,,
Zr,50,Cu,40,Al,10,,,,,,,,,,
Zr,66,Al,8,Cu,12,Ni,14,,,,,,,,
Al,30,Sr,70,,,,,,,,,,,,
Cu,45,Zr,45,Ag,3,Al,7,,,,,,,,
Ca,45,Mg,30,Cu,25,,,,,,,,,,
Ni,69,Cr,8.5,Nb,3,P,15.5,B,4,,,,,,
Ca,60,Mg,20,Ag,20,,,,,,,,,,
Cu,47,Ni,13,Zr,30,Ti,10,,,,,,,,
Zr,66,Al,8,Cu,7,Ni,19,,,,,,,,
Cu,50,Zr,50,,,,,,,,,,,,
Cu,49,Zr,36,Ag,10,Ti,5,,,,,,,,
Fe,71,MoY,6,B,22,,,,,,,,,,
Ni,42,Ti,20,Zr,21.5,Al,8,Cu,5,Si,3.5,,,,
Zr,50,Cu,48,Ag,2,,,,,,,,,,
Cu,35,Ag,25,Zr,30,Ti,10,,,,,,,,
Fe,75,Mo,2,Ga,3,P,10,C,4,B,4,Si,2,,
Al,88,Ni,4,Y,8,,,,,,,,,,
Ca,65,Mg,25,Cu,10,,,,,,,,,,
Ca,63,Al,32,Cu,5,,,,,,,,,,
Zr,40,Ti,15,Cu,11,Ni,11,Be,21.5,YMg,0.5,,,,
Cu,52.4,Zr,41.1,Al,6.5,,,,,,,,,,
Gd,60,Co,25,Al,15,,,,,,,,,,
Pd,79,Cu,2,Ag,4,Si,10,P,5,,,,,,
Sm,60,Fe,30,Al,10,,,,,,,,,,
Ti,40,Zr,10,Cu,38,Pd,12,,,,,,,,
Ca,57,Mg,19,Cu,24,,,,,,,,,,
Cu,45,Zr,25,Ag,10,Hf,20,,,,,,,,
Fe,71,NiY,6,B,22,,,,,,,,,,
Zr,50,Cu,36,Al,14,,,,,,,,,,
Ni,59,Zr,20,Ti,16,Si,5,,,,,,,,
Cu,50,Zr,43,Al,7,,,,,,,,,,
Cu,45,Zr,35,Ag,10,Hf,10,,,,,,,,
Zr,49,Cu,45,Al,6,,,,,,,,,,
Ni,75,Si,8,B,17,,,,,,,,,,
Ca,50,Mg,30,Cu,20,,,,,,,,,,
Cu,47,Zr,47,Al,6,,,,,,,,,,
Fe,69,Mo,3,Y,6,B,22,,,,,,,,
Cu,47,Ti,33,Zr,11,Ni,8,Si,,,,,,,
Cu,58.8,Zr,29.4,Ti,9.8,Sn,2,,,,,,,,
Ca,47,Mg,19,Zn,7,Cu,27,,,,,,,,
Cu,58.1,Zr,35.9,Al,6,,,,,,,,,,
Cu,53.2,Zr,41.8,Al,5,,,,,,,,,,
Ca,55,Mg,11,Zn,11,Cu,23,,,,,,,,
Zr,36,Nb,12,Cu,10,Ni,8,Be,20,Y,2,Mg,12,,
Fe,73,Mo,4,Ga,3,P,10,C,4,B,4,Si,2,,
Fe,91,B,9,,,,,,,,,,,,
Al,16.9,Co,25.6,Zr,57.5,,,,,,,,,,
Fe,56,Co,20,Mo,4,P,9,C,4,B,4,Si,3,,
Fe,76,Si,9,B,10,P,5,,,,,,,,
Cu,60.3,Zr,37.2,Al,2.5,,,,,,,,,,
Cu,34,Zr,50,Ag,8,Al,8,,,,,,,,
Cu,58.7,Zr,36.3,Al,5,,,,,,,,,,
Cu,58.8,Zr,29.4,Ti,9.8,Y,2,,,,,,,,
Pd,79,Cu,4,Ag,2,Si,10,P,5,,,,,,
Ca,60,Mg,25,Cu,15,,,,,,,,,,
Pd,79.5,Cu,4,Si,16.5,,,,,,,,,,
Fe,75.28155,Si,3.51006,C,12.9318,Tm,0.64659,P,7.63,,,,,,
Ho,35,Al,24,Co,20,Y,21,,,,,,,,
Fe,58,Co,14,Y,6,B,22,,,,,,,,
Cu,50,Hf,45,Al,5,,,,,,,,,,
Pd,40,Ni,40,P,19,S,,,,,,,,,
Ti,40,Zr,10,Cu,40,Pd,10,,,,,,,,
Ag,15,Cu,40,Zr,45,,,,,,,,,,
Zr,56,Cu,36,Al,8,,,,,,,,,,
Cu,49.5,Zr,42.075,Ti,7.425,Sn,,,,,,,,,
Ca,50,Mg,25,Zn,15,Cu,10,,,,,,,,
Al,13.3,Co,26.7,Zr,60,,,,,,,,,,
Cu,50,Hf,42.5,Al,7.5,,,,,,,,,,
La,32,Ce,32,Al,16,Ni,5,Cu,7,Co,8,,,,
La,62,Cu,12,Ni,12,Al,14,,,,,,,,
Ca,60,Mg,10,Zn,30,,,,,,,,,,
Ca,65,Cu,35,,,,,,,,,,,,
Zr,65.3,Al,6.5,Ni,8.2,Cu,20,,,,,,,,
Fe,61,B,15,Mo,7,Zr,8,Co,5,Y,2,Cr,2,,
Ni,64,Zr,36,,,,,,,,,,,,
Mg,65,Cu,7.5,Ni,7.5,Ag,5,Zn,5,Gd,7.5,Y,2.5,,
Mg,57,Cu,31,Y,6.6,Nd,5.4,,,,,,,,
Cu,46,Zr,54,,,,,,,,,,,,
Pd,40,Cu,25,Ni,15,P,20,,,,,,,,
Mg,65,Cu,7.5,Ni,7.5,Zn,5,Ag,5,Y,10,,,,
Mg,65,Cu,25,Tb,10,,,,,,,,,,
Mg,62.5,Cu,26.5,Gd,11,,,,,,,,,,
Mg,57,Cu,31.5,Y,8,Nd,3.5,,,,,,,,
Zr,65,Al,7.5,Cu,17.5,Ni,10,,,,,,,,
Ca,50,Mg,25,Cu,25,,,,,,,,,,
Fe,65.5,Cr,4,Mo,4,Ga,4,P,12,C,5,B,5.5,,
Ti,63,Be,37,,,,,,,,,,,,
Pd,83,Si,17,,,,,,,,,,,,
Al,18,Sr,82,,,,,,,,,,,,
Ti,40,Zr,10,Cu,36,Pd,14,,,,,,,,
Cu,50,Ag,10,Zr,30,Ti,10,,,,,,,,
Mg,80,Cu,10,Y,10,,,,,,,,,,
Mg,65.5,Cu,25.4,Gd,9,,,,,,,,,,
Ca,70,Mg,10,Ag,20,,,,,,,,,,
Cu,60,Zr,33,Ti,7,,,,,,,,,,
Mg,61.5,Cu,29.5,Gd,9,,,,,,,,,,
Al,30,Ca,60,Mg,10,,,,,,,,,,
Cu,28,Zr,72,,,,,,,,,,,,
Fe,43,Co,5,Cr,15,Mo,14,C,15,B,6,Y,2,,
Cu,57.5,Zr,37.5,Ga,5,,,,,,,,,,
Al,21.2,Co,21.2,Zr,57.6,,,,,,,,,,
Cu,48,Zr,52,,,,,,,,,,,,
Pd,64,Ni,16,P,20,,,,,,,,,,
Pd,79,Cu,6,Si,10,P,5,,,,,,,,
Zr,46,Cu,44,Al,10,,,,,,,,,,
Ca,55,Mg,10,Cu,35,,,,,,,,,,
Mg,65,Cu,25,Tb,7,Y,3,,,,,,,,
La,62,Al,14,Cu,22,Ag,2,,,,,,,,
Fe,69.84,Nb,3.88,B,19.4,Si,3.88,Y,3,,,,,,
Ca,70,Mg,20,Cu,10,,,,,,,,,,
Ca,50,Mg,20,Cu,30,,,,,,,,,,
Cu,46,Zr,47,Al,7,,,,,,,,,,
Cu,45,Ag,15,Zr,30,Ti,10,,,,,,,,
Fe,60,Co,12,Y,6,B,22,,,,,,,,
Ca,50,Mg,10,Zn,15,Cu,25,,,,,,,,
Pd,77.5,Cu,6,Si,16.5,,,,,,,,,,
Zr,54,Cu,36,Al,10,,,,,,,,,,
Ni,72,B,19.2,Si,4.8,Nb,4,,,,,,,,
Ti,50,Ni,30,Cu,32,Sn,3,,,,,,,,
La,32,Ce,32,Al,16,Ni,5,Cu,5,Co,10,,,,
Ca,50,Mg,20,Zn,5,Cu,25,,,,,,,,
Ca,55,Mg,18,Zn,27,,,,,,,,,,
Mg,63,Cu,27,Gd,10,,,,,,,,,,
Ca,67,Mg,19,Cu,14,,,,,,,,,,
Co,48,Cr,15,Mo,14,C,15,B,6,Er,2,,,,
Mg,65,Cu,25,Er,10,,,,,,,,,,
Ni,61,Zr,28,Nb,7,Al,4,,,,,,,,
Cu,64,Zr,36,,,,,,,,,,,,
Ag,10,Cu,55,Zr,35,,,,,,,,,,
Cu,46,Zr,37,Al,7,Y,10,,,,,,,,
Ca,65,Mg,10,Cu,25,,,,,,,,,,
Ca,47.5,Mg,22.5,Cu,30,,,,,,,,,,
Hf,47,Cu,29.25,Ni,9.75,Al,14,,,,,,,,
Fe,36,Co,36,B,19.2,Si,4.8,Nb,4,,,,,,
Ti,60,Zr,5,Be,18,Cu,9,Ni,8,,,,,,
Ag,25,Cu,35,Zr,40,,,,,,,,,,
Ca,65,Mg,15,Zn,20,,,,,,,,,,
Zr,48,Cu,46,Al,6,,,,,,,,,,
Mg,65,Cu,15,Ag,10,Er,10,,,,,,,,
Ni,59,Zr,20,Ti,16,Si,2,Sn,3,,,,,,
La,55,Al,25,Ni,20,,,,,,,,,,
Fe,45,Co,3,Cr,15,Mo,14,C,15,B,6,Y,2,,
Hf,51,Cu,27.75,Ni,9.25,Al,12,,,,,,,,
Fe,74.0835,Si,3.4542,C,12.726,Tm,0.6363,P,9.1,,,,,,
Y,36,Sc,20,Al,24,Co,10,Ni,10,,,,,,
Ag,30,Cu,30,Zr,40,,,,,,,,,,
La,65,Al,10,Ag,5,Cu,20,,,,,,,,
Cu,60,Hf,17.5,Ti,22.5,,,,,,,,,,
Pt,60,Cu,16,Co,2,P,22,,,,,,,,
Zr,26,Ti,10,Cu,8,Ni,8,Be,20,Y,4,Mg,24,,
Al,86.5,Co,4.5,Y,9,,,,,,,,,,
Ti,40,Zr,10,Cu,32,Pd,18,,,,,,,,
Ni,60,Nb,30,Zr,10,,,,,,,,,,
Ag,20,Cu,30,Zr,50,,,,,,,,,,
Ca,55,Mg,15,Zn,30,,,,,,,,,,
Ca,65,Zn,35,,,,,,,,,,,,
Cu,47,Ti,33,Zr,7,Nb,4,Ni,8,Si,,,,,
Cu,47,Zr,43,Al,7,Ag,3,,,,,,,,
La,55,Al,25,Ag,5,Cu,15,,,,,,,,
Fe,48,Cr,15,Mo,14,Er,2,C,15,B,6,,,,
Cu,47,Ti,33,Zr,11,Ni,4,Sn,4,Si,,,,,
Zr,48,Nb,8,Cu,14,Ni,12,Be,18,,,,,,
Fe,66,Co,6,Y,6,B,22,,,,,,,,
Ni,59,Zr,20,Ti,16,Sn,5,,,,,,,,
Al,35,Ca,65,,,,,,,,,,,,
Fe,62,Co,10,Y,6,B,22,,,,,,,,
Fe,63,C,15,Mo,14,Er,2,B,6,,,,,,
Fe,80,P,13,C,7,,,,,,,,,,
Zr,39.88,Ti,15.12,Ni,9.98,Cu,13.77,Be,21.25,,,,,,
Zr,60,Cu,40,Al,10,,,,,,,,,,
Pd,71.5,Cu,12,Si,16.5,,,,,,,,,,
Ti,50,Zr,15,Cu,9,Ni,8,Be,18,,,,,,
Zr,45,Cu,47,Al,8,,,,,,,,,,
Zr,50,Cu,38,Ag,12,,,,,,,,,,
Mg,57,Cu,31.5,Y,9.2,Nd,2.3,,,,,,,,
Cu,55.2,Hf,23,Ti,13.8,Nb,8,,,,,,,,
Sr,75,Zn,25,,,,,,,,,,,,
Ni,42,Ti,20,Zr,25,Al,8,Cu,5,,,,,,
Mg,65,Cu,25,Y,10,,,,,,,,,,
Zr,53,Al,14,Ni,10,Cu,19,Y,4,,,,,,
Ca,70,Mg,10,Cu,20,,,,,,,,,,
Cu,46,Zr,46,Ag,8,,,,,,,,,,
Ca,50,Mg,15,Zn,10,Cu,25,,,,,,,,
Cu,47,Ti,33,Zr,3,Nb,8,Ni,8,Si,,,,,
Zr,46.75,Ti,8.25,Cu,8.25,Ni,10,Be,275,,,,,,
Ca,55,Mg,25,Cu,20,,,,,,,,,,
Au,49,Ag,5.5,Pd,2.3,Cu,26.9,Si,16.3,,,,,,
Zr,64.8,Al,8.3,Ni,11.4,Cu,15.5,,,,,,,,
Mg,65,Cu,7.5,Ni,7.5,Ag,5,Zn,5,Gd,5,Y,5,,
La,55,Al,25,Cu,20,,,,,,,,,,
La,55,Al,25,Ni,10,Cu,10,,,,,,,,
Ca,60,Mg,17.5,Zn,22.5,,,,,,,,,,
La,62,Al,14,Cu,16,Ag,8,,,,,,,,
La,62,Al,14,Cu,13.328,Ag,2.672,Ni,1.2,Co,1.2,,,,
Ni,42,Ti,20,Zr,22.5,Al,8,Cu,5,Si,2.5,,,,
Mg,70,Ni,15,Nd,15,,,,,,,,,,
Cu,44,Zr,44,Ag,6,Al,6,,,,,,,,
Zr,55,Cu,35,Al,10,,,,,,,,,,
Cu,54,Zr,36,Ag,10,,,,,,,,,,
Ni,60,Nb,30,Ta,10,,,,,,,,,,
Fe,57.6,Co,14.4,B,19.2,Si,4.8,Nb,4,,,,,,
Ag,10,Cu,35,Zr,55,,,,,,,,,,
Zr,49,Cu,44,Al,7,,,,,,,,,,
Fe,70,Ni,2,Y,6,B,22,,,,,,,,
Pd,75,Si,25,,,,,,,,,,,,
Al,19.4,Co,24.8,Zr,55.8,,,,,,,,,,
Zr,48,Cu,40,Al,7,Ag,5,,,,,,,,
Al,22,Co,24,Zr,54,,,,,,,,,,
Mg,61,Cu,29,Gd,10,,,,,,,,,,
Fe,78,MoP,10,C,4,B,4,Si,3,,,,,,
Cu,46,Zr,42,Al,7,Y,5,,,,,,,,
Ca,60,Mg,15,Cu,25,,,,,,,,,,
Mg,60.5,Cu,28.5,Gd,11,,,,,,,,,,
Ca,65,Mg,5,Cu,30,,,,,,,,,,
Cu,55,Ni,5,Zr,30,Ti,10,,,,,,,,
Tb,36,Al,24,Co,20,Y,20,,,,,,,,
Y,56,Al,24,Co,20,,,,,,,,,,
Mg,59,Cu,31,Gd,10,,,,,,,,,,
Cu,42,Zr,42,Ag,16,,,,,,,,,,
Al,28.5,Ca,56.5,Mg,15,,,,,,,,,,
Ag,35,Ca,65,,,,,,,,,,,,
Cu,46,Zr,46,Al,8,,,,,,,,,,
Ag,20,Cu,40,Zr,40,,,,,,,,,,
Zr,66,Al,9,Cu,16,Ni,9,,,,,,,,
Ti,50,Ni,15,Cu,25,Sn,3,Be,7,,,,,,
Ca,65,Mg,20,Cu,15,,,,,,,,,,
Fe,72,B,14.4,Si,9.6,Nb,4,,,,,,,,
Mg,65,Cu,15,Ag,10,Y,4,Gd,6,,,,,,
Zr,44,Ti,11,Cu,10,Ni,10,Be,25,,,,,,
Pd,40,Cu,30,Ni,10,P,20,,,,,,,,
Ni,60,Nb,35,Zr,5,,,,,,,,,,
Au,55,Cu,25,Si,20,,,,,,,,,,
Ni,69,Cr,8.5,Nb,3,P,14.5,B,5,,,,,,
Fe,76,Mo,4,p,9,C,4,B,4,Si,3,,,,
Ni,50.4,Fe,21.6,B,19.2,Si,4.8,Nb,4,,,,,,
Cu,52.5,Zr,42.5,Al,5,,,,,,,,,,
Fe,76,Mo,3,P,10,C,4,B,4,Si,3,,,,
Zr,47,Cu,49,Al,4,,,,,,,,,,
Al,35,Sr,65,,,,,,,,,,,,
Co,50.4,Fe,21.6,B,19.2,Si,4.8,Nb,4,,,,,,
Pd,16,Ni,64,P,20,,,,,,,,,,
Zr,63.8,Al,11.4,Ni,17.2,Cu,7.6,,,,,,,,
Cu,45,Ni,5,Ag,10,Zr,30,Ti,10,,,,,,
Fe,72,B,19.2,Si,4.8,Nb,4,,,,,,,,
Ti,50,Ni,15,Cu,32,Sn,3,,,,,,,,
Fe,76,Mo,2,Ga,2,P,10,C,4,B,4,Si,2,,
Mg,65,Zr,35,,,,,,,,,,,,
Cu,45,Zr,55,,,,,,,,,,,,
Fe,64,Co,8,Y,6,B,22,,,,,,,,
Mg,65,Cu,7.5,Ni,7.5,Ag,5,Zn,5,Gd,10,,,,
Ce,55,Al,25,Cu,20,,,,,,,,,,
Al,89.5,Ni,3.5,Y,7,,,,,,,,,,
Fe,39,Co,9,Cr,15,Mo,14,C,15,B,6,Y,2,,
Ag,15,Cu,45,Zr,40,,,,,,,,,,
Au,77,Si,9.4,Ge,13.6,,,,,,,,,,
Fe,68,Ni,4,Y,6,B,22,,,,,,,,
Mg,30,Sr,70,,,,,,,,,,,,
Mg,80,Ni,10,Nd,10,,,,,,,,,,
Al,35,La,50,Ni,15,,,,,,,,,,
Al,15.4,Co,26,Zr,58.6,,,,,,,,,,
La,62.5,Al,12.5,Ag,5,Cu,17.5,Co,2.5,,,,,,
Cu,47,Ti,33,Nb,11,Ni,8,Si,,,,,,,
Pr,68,Cu,25,Al,7,,,,,,,,,,
Ni,40,Zr,60,,,,,,,,,,,,
Cu,57.6,Hf,24,Ti,14.4,Nb,4,,,,,,,,
La,32,Ce,32,Al,16,Ni,5,Cu,10,Co,5,,,,
Ca,65,Ga,35,,,,,,,,,,,,
Cu,33.5,Zr,66.5,,,,,,,,,,,,
Fe,48,Cr,15,Mo,14,C,15,B,6,Y,2,,,,
Ni,60,Zr,20,Ti,2.5,Nb,12.5,Al,5,,,,,,
Fe,61,B,15,Mo,7,Zr,8,Co,6,Y,2,Al,,,
La,62.5,Al,12.5,Ag,5,Cu,20,,,,,,,,
Cu,52.5,Zr,40,Ga,7.5,,,,,,,,,,
Ca,65,Mg,15,Cu,20,,,,,,,,,,
Mg,65,Cu,15,Ag,5,Pd,5,Gd,10,,,,,,
Nd,61,Al,11,Ni,8,Co,5,Cu,15,,,,,,
Zr,48,Cu,37,Al,7,Ag,8,,,,,,,,
Ti,40,Zr,10,Cu,34,Pd,16,,,,,,,,
Mg,65,Cu,25,Ho,10,,,,,,,,,,
Cu,54,Zr,27,Ti,9,Be,10,,,,,,,,
La,55,Al,20,Ag,5,Cu,20,,,,,,,,
Zr,47,Cu,45,Al,8,,,,,,,,,,
Cu,57.6,Zr,28.8,Ti,9.6,Sn,4,,,,,,,,
Nd,60,Al,15,Ni,10,Cu,10,Fe,5,,,,,,
Cu,43,Zr,43,Al,7,Be,7,,,,,,,,
Cu,54,Zr,27,Ti,9,Be,10,,,,,,,,
Ce,68,Al,10,Cu,20,Fe,2,,,,,,,,
Fe,46,Co,30,Mo,4,P,9,C,4,B,4,Si,3,,
Al,15,Ca,70,Mg,15,,,,,,,,,,
Al,85,Ni,5,Y,10,,,,,,,,,,
La,66,Al,14,Cu,20,,,,,,,,,,
Mg,65,Cu,25,Pr,10,,,,,,,,,,
Fe,27,Co,40,Zr,3,Ti,3,Mo,1.5,Si,1.5,B,24,,
Pd,79.5,Au,4,Si,16.5,,,,,,,,,,
Cu,57,Zr,36,Ag,7,,,,,,,,,,
Cu,49.5,Zr,42.075,Ti,7.425,Si,,,,,,,,,
Ni,43.2,Fe,28.8,B,19.2,Si,4.8,Nb,4,,,,,,
